,role,personal_address,contract_address,add_permissioned_runtime,remove_permissioned_runtime,add_prescription_permissions_runtime,remove_prescription_permissions_runtime,request_fill_runtime,add_permissioned_gas_used,remove_permissioned_gas_used,add_prescription_permissions_gas_used,remove_prescription_permissions_gas_used,request_fill_gas_used,add_permissioned_transactions,remove_permissioned_transactions,add_prescription_permissions_transactions,remove_prescription_permissions_transactions,request_fill_transactions,new_prescription_runtime,refill_prescription_runtime,new_prescription_gas_used,refill_prescription_gas_used,new_prescription_transactions,refill_prescription_transactions,add_prescription_runtime,fill_prescription_runtime,request_refill_runtime,add_prescription_gas_used,fill_prescription_gas_used,request_refill_gas_used,add_prescription_transactions,fill_prescription_transactions,request_refill_transactions
0,patient,0xD87455e025337223291883fBc4861a80583E5f93,0x80334c6E14134c36e894697Eb2aBda222540aC60,0.04648613929748535,0.0,0.06776809692382812,0.0,0.5204582214355469,44704.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
1,patient,0x9E0050671aa53f57ebd4d367bd869a63aB271c2b,0x1b991Cb013c14C7F0cE75A2f434230eD8746F485,0.04906439781188965,0.0,0.06614494323730469,0.0,0.6346819400787354,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
2,patient,0x8A88AF209b24E859765f78D3250085C450778EC3,0xc56026B88497131f24E0941Ab309e6302Ba39045,0.04680299758911133,0.0,0.06517934799194336,0.0,0.5472087860107422,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
3,patient,0x9B3b463139c1b257954D9115Bf335d34111eB7d7,0xE9B37393Cf89296dE1f840ABEEAb70DcB7aBC7e9,0.10076141357421875,0.0,0.06965088844299316,0.0,0.6108524799346924,44704.0,0.0,53070.0,0.0,322100.0,1.0,0.0,1.0,0.0,10.0,,,,,,,,,,,,,,,
4,patient,0x10A41C6340d9393aBF2965B84FCdA425eDc2Dc89,0xAEeea9FFa1f86CF4B6c4efed45f02622c9c87614,0.048139095306396484,0.0,0.09531283378601074,0.0,0.8694791793823242,44716.0,0.0,53058.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
5,patient,0x03b893BC8567608dd49E2a5e81512b2679450Bf7,0xbD75CD0aC5EBEc24F6C353A25c38f2084C0825F2,0.047180891036987305,0.0,0.06747102737426758,0.0,0.5086870193481445,44716.0,0.0,53070.0,0.0,257680.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,
6,patient,0xE4e6242Be542CAE435D5E063a48672B43F492883,0x8239f6896d651F237c15C634E981894AC2215b05,0.06013345718383789,0.0,0.09499073028564453,0.0,0.5078599452972412,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
7,patient,0xF8adF7235b1244d71f704E969a13f7f045ED1eA1,0x0dbC1f71a839bbAcE9F513c569E96963b58FaaA5,0.07836580276489258,0.0,0.0676872730255127,0.0,0.5360291004180908,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
8,patient,0x75755CC4Ff551866E10705fcD97D74264A8b6600,0xbe4b3A2dB14d09fC48d40b9A272BD326A8b73670,0.046730756759643555,0.0,0.06671833992004395,0.0,0.5613880157470703,44716.0,0.0,53058.0,0.0,289782.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
9,patient,0xf991bDca3d9b685915fbDDB5e833fDbd9EFD1275,0x5cB33Ecf5BeCf21E856f193287E1231E3bF6ec6f,0.04771852493286133,0.0,0.06677532196044922,0.0,0.5247929096221924,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
10,patient,0x9A1A56A53a7Ff1993B55B0E972c9Baa0198D8BE7,0x726fa00fFB4E35796eB43919F5E8D641236e1aa5,0.046450138092041016,0.0,0.0671994686126709,0.0,0.6065690517425537,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
11,patient,0xcdE95696d366e0416f0F5A201fBC80838A28Dd44,0x29FC54D24F604Bd34E1e1Bb13B9099E2E4914428,0.04733538627624512,0.0,0.0646817684173584,0.0,0.5774507522583008,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
12,patient,0x8E6a79c7bEfD27c995A98Bb0707183c4DC2FE9D6,0x7CCdD83CFEFd9D188ea12202a5c816565F95435d,0.04924774169921875,0.0,0.06621122360229492,0.0,0.6266567707061768,44716.0,0.0,53058.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
13,patient,0x05fAa24B3Fd35f0833a673e95A8b4ab0A4182Ed4,0x806E75aC5912Bc3F1A7788E8F1D1e6fA1B583535,0.04636240005493164,0.0,0.06860113143920898,0.0,0.632256269454956,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
14,patient,0xB408001ccf6A24D38680A06B791D2EB53BB974B9,0xcf942Fc650228857b0C50dE7a58a5813d43412c5,0.048436641693115234,0.0,0.06774497032165527,0.0,0.5788533687591553,44716.0,0.0,53058.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
15,patient,0x44b544583Ae86ae5FD6Fe05eC17CD473D2E4c87c,0x1A4c609640Cd4a68fE1dcb20c73206e4E1f0789f,0.04699516296386719,0.0,0.0657494068145752,0.0,0.6889066696166992,44704.0,0.0,53070.0,0.0,322100.0,1.0,0.0,1.0,0.0,10.0,,,,,,,,,,,,,,,
16,patient,0xB8E7eB3843496489B0E75007f6560654A9cc0d65,0xA06AAcDB6a2DE196F5ecADC6e783Bb574A7Ed2ea,0.0858159065246582,0.0,0.0644528865814209,0.0,0.5045182704925537,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
17,patient,0xa1337922E88Afb307fFD1DCe199b001E048b01c0,0x6005D29B6071C4c6dD9d32A7A7633F2D75199139,0.045667171478271484,0.0,0.06414055824279785,0.0,0.5849404335021973,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
18,patient,0x5472Cbc857c47D3628e493D3f7bE3238801c7ee7,0x3469FC2D920460e81773E9C07018637dC9f47655,0.047364234924316406,0.0,0.06732368469238281,0.0,0.5504920482635498,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
19,patient,0x83774AeBBB05698efC0972139aA00A306EEA2377,0xd0F81373FE77020505B6017161541b84803ed717,0.04880690574645996,0.0,0.06906914710998535,0.0,0.5521187782287598,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
20,patient,0xc0268884521107667C78f9099C96BB3024Efd5a4,0x93293D776209d04522E677312b4283Fe450e702D,0.04765915870666504,0.0,0.06498289108276367,0.0,0.49310898780822754,44716.0,0.0,53058.0,0.0,257584.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,
21,patient,0x35B09F6D1cd42cd3128747F7e7D4c965197C13C9,0x0564fa6C7c2a2c6C6f472DFB6965C2E42B1fE73D,0.046801090240478516,0.0,0.06579875946044922,0.0,0.5994036197662354,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
22,patient,0x61d8259f7094F1d3bbDA59861cb947C9e8Bb4514,0x6677aA0F4dFda4433F297FC501710ecc97aDf16B,0.06315755844116211,0.0,0.0677027702331543,0.0,0.5957169532775879,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
23,patient,0x8FC7f5df5BEaa5a5ec73cf0c4fFA8c9568b747Fd,0xDdD71170a0bAB37BAD18B3b186fFbd4A65213ce7,0.04603862762451172,0.0,0.0662083625793457,0.0,0.6489536762237549,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
24,patient,0x7E802eE37697504d3B6ad0ee3773ed0f3D880559,0xFf1741581E4dEf9B2946b2e75a6BBF15bcD6e964,0.0631856918334961,0.0,0.06536030769348145,0.0,0.9543519020080566,44716.0,0.0,53070.0,0.0,257680.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,
25,patient,0x892e880BAA4A76b5edA99cD7572ad09063c242B6,0xE0aac36C92Fa974EEB72EA2D57d65BaA98e2eE9A,0.05532479286193848,0.0,0.06734776496887207,0.0,0.64947509765625,44716.0,0.0,53058.0,0.0,289782.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
26,patient,0xbF99f559da33c4528F98655B47d2C7eCA33C9AE0,0x8608B06958AC47deF14f2721Bcd95D33811f2Cb3,0.09813237190246582,0.0,0.06708121299743652,0.0,0.6220052242279053,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
27,patient,0xB0679C61B84726f740B4c40fF3571C2890f11C1E,0x7cfC7a3005584b5613Cd8F70Cd91e7Fe7e67Ece4,0.04824566841125488,0.0,0.06612157821655273,0.0,0.5737266540527344,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
28,patient,0x251731Be055B9CbB28c26C1ABd36Bf90E8cb208E,0x4E44fE6defC634A18Dd2250c258b7d1088352631,0.04768729209899902,0.0,0.0640408992767334,0.0,0.5808031558990479,44716.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
29,patient,0x81A4bc598Cf85DFEec432aed0f6bF07b553bFC5d,0x8d9d5D4303DEbf146D6A7C42660FA3929C27A651,0.04792189598083496,0.0,0.06737899780273438,0.0,0.5405938625335693,44704.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
30,patient,0xAA746e3635b93ce56ab940b426fb5fc79108D28F,0x8fd7B3e07219a7Dc6ECd6b39ee26cD98ad479FE6,0.047940969467163086,0.0,0.06495904922485352,0.0,0.506340742111206,44716.0,0.0,53070.0,0.0,257680.0,1.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,
31,patient,0x2025192294961bBCD642aBd393511584FFC04cB9,0x77f5F2b428a676D92ca4D7E37911f673504bb184,0.04764080047607422,0.0,0.06690835952758789,0.0,0.6052966117858887,44716.0,0.0,53070.0,0.0,322100.0,1.0,0.0,1.0,0.0,10.0,,,,,,,,,,,,,,,
32,patient,0xA4a0bFFD31Bc34D6aa015ab94F530353Cff93A97,0xb4cEbc2Dd0A7172C8aa732d7C6e0210B5550992A,0.04697680473327637,0.0,0.09488105773925781,0.0,0.6198234558105469,44704.0,0.0,53070.0,0.0,289890.0,1.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,
